transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,QC_transition_group_pass,QC_transition_group_message,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,QC_transition_pass,QC_transition_message,PrecursorMZ,peak_area
b'5-HTP',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,2.032325555725097,16005954003005523618,b'',NA,1,0.0,b'5-HTP',0,none,1.2499999999999998,5-HTP,1.9800000190734863,2.109999895095825,19153.424156000092,0.0,0.0,0.0,1.0,1.0,-0.007674444274902825,2.04,2.032325555725097,0.007674444274902825,7.674444274902826e-05,0.057773962757491505,2.0,33.49724697914412,3.511463255727041,0.20395803451538086,7.896354477916132,1,,0.0,5-HTP,34.67817053395742,2.0721234240905657,0.09371340972799835,0.05178810790950372,1.98913901692806,0.0,2.0828524266560584,2.0721234240905657,0.12999987602233887,52.066191210594816,0.8547241893535479,-0.007217715683556614,-0.2502971753399953,38,15,3.511463255727041,MS2,1,,0.0,553.2846069335938
b'5-HTP',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,2.032325555725097,16005954003005523618,b'',NA,1,0.0,b'5-HTP',0,none,1.2499999999999998,5-HTP,1.9800000190734863,2.109999895095825,19153.424156000092,0.0,0.0,0.0,1.0,1.0,-0.007674444274902825,2.04,2.032325555725097,0.007674444274902825,7.674444274902826e-05,0.057773962757491505,2.0,33.49724697914412,3.511463255727041,0.20395803451538086,7.896354477916132,1,,0.0,5-HTP2,34.67817053395742,2.0721234240905657,0.09371340972799835,0.05178810790950372,1.98913901692806,0.0,2.0828524266560584,2.0721234240905657,0.12999987602233887,52.066191210594816,0.8547241893535479,-0.007217715683556614,-0.2502971753399953,38,15,3.511463255727041,MS2,1,,0.0,553.2846069335938
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,5.287475866638183,10033395692196501487,b'',NA,1,0.0,b'5-hydroxyindole',0,none,1.25,5-hydroxyindole,5.256667137145996,5.323332786560059,19153.424156000092,0.0,0.0,0.0,1.0,1.0,-0.3625241333618172,5.65,5.287475866638183,0.3625241333618172,0.003625241333618172,0.0030429598203157732,2.0,2.7347321172529138,1.006033484917094,0.07100216299295425,6.293163554497737,1,,0.0,5-hydroxyindole,2.7750876756206493,0.0,5.30316130327923,0.0313160852223886,0.0,0.0,5.30316130327923,0.0,0.0666656494140625,-0.0,0.0029665263798206586,-0.018823779601624062,-0.05223763878106631,19,10,1.006033484917094,MS2,1,,0.0,29.141550064086914
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,5.287475866638183,10033395692196501487,b'',NA,1,0.0,b'5-hydroxyindole',0,none,1.25,5-hydroxyindole,5.256667137145996,5.323332786560059,19153.424156000092,0.0,0.0,0.0,1.0,1.0,-0.3625241333618172,5.65,5.287475866638183,0.3625241333618172,0.003625241333618172,0.0030429598203157732,2.0,2.7347321172529138,1.006033484917094,0.07100216299295425,6.293163554497737,1,,0.0,5-hydroxyindole2,2.7750876756206493,0.0,5.30316130327923,0.0313160852223886,0.0,0.0,5.30316130327923,0.0,0.0666656494140625,-0.0,0.0029665263798206586,-0.018823779601624062,-0.05223763878106631,19,10,1.006033484917094,MS2,1,,0.0,29.141550064086914
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,5.206826420104981,14880882299537328187,b'',NA,1,0.0,b'Acetylserotonin',0,none,1.25,Acetylserotonin,5.163332939147949,5.243332862854004,19153.424156000092,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.13682642010498114,5.07,5.206826420104981,0.13682642010498114,0.0013682642010498115,0.00261935158124971,2.0,1.8084192225237967,0.5924531059570223,-0.13336768746376038,6.392336961147876,1,,0.0,Acetylserotonin,1.8613118772307893,0.0,0.0,0.04287401156736603,0.0,0.0,0.0,0.0,0.07999992370605469,-0.0,-1.0,0.03726283996597987,0.06935776660802848,24,13,0.5924531059570223,MS2,0,metaValue[logSN],0.0,25.084775924682617
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,5.206826420104981,14880882299537328187,b'',NA,1,0.0,b'Acetylserotonin',0,none,1.25,Acetylserotonin,5.163332939147949,5.243332862854004,19153.424156000092,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.13682642010498114,5.07,5.206826420104981,0.13682642010498114,0.0013682642010498115,0.00261935158124971,2.0,1.8084192225237967,0.5924531059570223,-0.13336768746376038,6.392336961147876,1,,0.0,Acetylserotonin2,1.8613118772307893,0.0,0.0,0.04287401156736603,0.0,0.0,0.0,0.0,0.07999992370605469,-0.0,-1.0,0.03726283996597987,0.06935776660802848,24,13,0.5924531059570223,MS2,0,metaValue[logSN],0.0,25.084775924682617
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,7.302990465270995,11190327358740276597,b'',NA,1,0.0,b'Acetyltryptamine',0,none,1.25,Acetyltryptamine,7.25333309173584,7.366666793823242,19153.424156000092,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,0.002990465270995557,7.3,7.302990465270995,0.002990465270995557,2.990465270995557e-05,0.004476994318078718,2.0,2.3306897537304465,0.8461642554128562,0.1377754658460617,6.076010887760725,1,,0.0,Acetyltryptamine,2.4241240299909776,0.0,7.352556225755718,0.053817440922096615,0.0,0.0,7.352556225755718,0.0,0.11333370208740234,-0.0,0.006787049869560983,-0.02322675783364098,-0.05630454180331028,33,17,0.8461642554128562,MS2,0,metaValue[logSN],0.0,42.87488555908203
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,7.302990465270995,11190327358740276597,b'',NA,1,0.0,b'Acetyltryptamine',0,none,1.25,Acetyltryptamine,7.25333309173584,7.366666793823242,19153.424156000092,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,0.002990465270995557,7.3,7.302990465270995,0.002990465270995557,2.990465270995557e-05,0.004476994318078718,2.0,2.3306897537304465,0.8461642554128562,0.1377754658460617,6.076010887760725,1,,0.0,Acetyltryptamine2,2.4241240299909776,0.0,7.352556225755718,0.053817440922096615,0.0,0.0,7.352556225755718,0.0,0.11333370208740234,-0.0,0.006787049869560983,-0.02322675783364098,-0.05630454180331028,33,17,0.8461642554128562,MS2,0,metaValue[logSN],0.0,42.87488555908203
b'Melatonin',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,6.966741780456543,9473710741957540319,b'',NA,1,0.0,b'Melatonin',0,none,1.25,Melatonin,6.8933329582214355,7.113333225250244,19153.424156000092,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,0.006741780456542834,6.96,6.966741780456543,0.006741780456542834,6.741780456542834e-05,0.21691653158717214,2.0,113.27816478855509,4.729846429148173,0.2746616005897522,8.652476993661708,1,,0.0,Melatonin,117.55119984080389,0.10934641003119694,0.10348267998221505,0.05213035085047224,6.919107036046787,6.911459388261039,7.022589716029002,7.020805798292236,0.2200002670288086,2.022535771638601,0.8529365306252409,0.0003871220711936061,0.0455066639536655,67,16,4.729846429148173,MS2,1,,0.0,2077.34716796875
b'Melatonin',20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA9_UV_VIS_2,6.966741780456543,9473710741957540319,b'',NA,1,0.0,b'Melatonin',0,none,1.25,Melatonin,6.8933329582214355,7.113333225250244,19153.424156000092,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,0.006741780456542834,6.96,6.966741780456543,0.006741780456542834,6.741780456542834e-05,0.21691653158717214,2.0,113.27816478855509,4.729846429148173,0.2746616005897522,8.652476993661708,1,,0.0,Melatonin2,117.55119984080389,0.10934641003119694,0.10348267998221505,0.05213035085047224,6.919107036046787,6.911459388261039,7.022589716029002,7.020805798292236,0.2200002670288086,2.022535771638601,0.8529365306252409,0.0003871220711936061,0.0455066639536655,67,16,4.729846429148173,MS2,1,,0.0,2077.34716796875
