transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,total_xic,PeptideRef,leftWidth,rightWidth,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,xx_lda_prelim_score,QC_transition_group_score,QC_transition_group_pass,QC_transition_group_message,MZ,peak_apex_position,native_id,peak_apex_int,total_xic,width_at_5,width_at_10,width_at_50,start_position_at_5,start_position_at_10,start_position_at_50,end_position_at_5,end_position_at_10,end_position_at_50,total_width,tailing_factor,asymmetry_factor,slope_of_baseline,baseline_delta_2_height,points_across_baseline,points_across_half_height,logSN,FeatureLevel,QC_transition_score,QC_transition_pass,QC_transition_message,PrecursorMZ,peak_area
b'5-HTP',10ug,10ug,1.1235951504516604,14035325360521528848,b'',NA,1,0.0,b'5-HTP',0,-94.22453999999973,5-HTP,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-0.9164048495483397,2.04,1.1235951504516604,0.9164048495483397,0.009164048495483397,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.2770844141155,8.2770844141155,0.8888888888888888,0,retention_time,0.0,1.123333,5-HTP,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'5-HTP',10ug,10ug,1.1235951504516604,14035325360521528848,b'',NA,1,0.0,b'5-HTP',0,-94.22453999999973,5-HTP,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-0.9164048495483397,2.04,1.1235951504516604,0.9164048495483397,0.009164048495483397,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.2770844141155,8.2770844141155,0.8888888888888888,0,retention_time,0.0,1.123333,5-HTP2,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'5-hydroxyindole',10ug,10ug,1.1235951504516604,9060835403746136822,b'',NA,1,0.0,b'5-hydroxyindole',0,-94.22453999999973,5-hydroxyindole,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-4.52640484954834,5.65,1.1235951504516604,4.52640484954834,0.045264048495483405,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.0224002194915,8.0224002194915,0.8888888888888888,0,retention_time,0.0,1.123333,5-hydroxyindole,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'5-hydroxyindole',10ug,10ug,1.1235951504516604,9060835403746136822,b'',NA,1,0.0,b'5-hydroxyindole',0,-94.22453999999973,5-hydroxyindole,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-4.52640484954834,5.65,1.1235951504516604,4.52640484954834,0.045264048495483405,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.0224002194915,8.0224002194915,0.8888888888888888,0,retention_time,0.0,1.123333,5-hydroxyindole2,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Acetylserotonin',10ug,10ug,1.1235951504516604,9822262328463811003,b'',NA,1,0.0,b'Acetylserotonin',0,-94.22453999999973,Acetylserotonin,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-3.94640484954834,5.07,1.1235951504516604,3.94640484954834,0.0394640484954834,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.0633190097635,8.0633190097635,0.8888888888888888,0,retention_time,0.0,1.123333,Acetylserotonin,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Acetylserotonin',10ug,10ug,1.1235951504516604,9822262328463811003,b'',NA,1,0.0,b'Acetylserotonin',0,-94.22453999999973,Acetylserotonin,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-3.94640484954834,5.07,1.1235951504516604,3.94640484954834,0.0394640484954834,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,8.0633190097635,8.0633190097635,0.8888888888888888,0,retention_time,0.0,1.123333,Acetylserotonin2,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Acetyltryptamine',10ug,10ug,1.1235951504516604,18184466788055856153,b'',NA,1,0.0,b'Acetyltryptamine',0,-94.22453999999973,Acetyltryptamine,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-6.176404849548339,7.3,1.1235951504516604,6.176404849548339,0.06176404849548339,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,7.9059933161315,7.9059933161315,0.8888888888888888,0,retention_time,0.0,1.123333,Acetyltryptamine,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Acetyltryptamine',10ug,10ug,1.1235951504516604,18184466788055856153,b'',NA,1,0.0,b'Acetyltryptamine',0,-94.22453999999973,Acetyltryptamine,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-6.176404849548339,7.3,1.1235951504516604,6.176404849548339,0.06176404849548339,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,7.9059933161315,7.9059933161315,0.8888888888888888,0,retention_time,0.0,1.123333,Acetyltryptamine2,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Antranilicacid',10ug,10ug,1.1235951504516604,13527276422401838455,b'',NA,1,0.0,b'Antranilicacid',0,-94.22453999999973,Antranilicacid,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-5.186404849548339,6.31,1.1235951504516604,5.186404849548339,0.051864048495483386,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,7.9758374581475,7.9758374581475,0.8888888888888888,0,retention_time,0.0,1.123333,Antranilicacid,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
b'Antranilicacid',10ug,10ug,1.1235951504516604,13527276422401838455,b'',NA,1,0.0,b'Antranilicacid',0,-94.22453999999973,Antranilicacid,1.0800000429153442,1.196666955947876,0.0,0.0,0.0,0.9999999999999994,0.9999999999999996,-5.186404849548339,6.31,1.1235951504516604,5.186404849548339,0.051864048495483386,0.0,2.0,33.062744,3.498407089553479,-0.03715979680418968,7.9758374581475,7.9758374581475,0.8888888888888888,0,retention_time,0.0,1.123333,Antranilicacid2,32.31305768738115,-94.22453999999973,0.09999999999999987,0.08666699999999983,0.046667000000000014,1.083333,1.09,1.103333,1.183333,1.176667,1.15,0.10999999999999988,1.2500000000000042,1.6000360003600114,-0.4981173524005579,-0.015415358002318733,34,13,3.498407089553479,MS2,1.0,1,,0.0,1.5391088724136353
