transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,xx_lda_prelim_score,QC_transition_group_score,QC_transition_group_pass,QC_transition_group_message,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,peak_apex_position,start_position_at_5,start_position_at_10,start_position_at_50,end_position_at_5,end_position_at_10,end_position_at_50,total_xic,QC_transition_score,calculated_concentration,concentration_units,QC_transition_pass,QC_transition_message,area_background_level,noise_background_level,PrecursorMZ,peak_area
b'5-HTP',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,2.036571687316895,10200540368994648200,b'',NA,1,0.0,b'5-HTP',0,none,1.2500000000000004,5-HTP,1.9800000190734863,2.126667022705078,10484.424064000017,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,-0.0034283126831051725,2.04,2.036571687316895,0.0034283126831051725,3.428312683105173e-05,0.00026685809852498485,2.0,53.456758,3.9788730654001285,0.33722007274627686,7.9866912460508095,7.9866912460508095,1.0,1,,0.0,5-HTP,52.39100798844184,0.11333300000000013,0.09666699999999984,0.0533330000000003,0.14333399999999985,1.1333300000000002,1.230742603959936,-0.013061460668462154,-0.6843030902221197,44,15,3.9788730654001285,MS2,2.036667,1.986667,1.993333,2.01,2.1,2.09,2.063333,10484.424064000017,1.0,197.10827294938193,ug/mL,1,,0.01944794626933398,0.13568271498272566,0.0,2.797853469848633
b'5-HTP',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,2.036571687316895,10200540368994648200,b'',NA,1,0.0,b'5-HTP',0,none,1.2500000000000004,5-HTP,1.9800000190734863,2.126667022705078,10484.424064000017,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,-0.0034283126831051725,2.04,2.036571687316895,0.0034283126831051725,3.428312683105173e-05,0.00026685809852498485,2.0,53.456758,3.9788730654001285,0.33722007274627686,7.9866912460508095,7.9866912460508095,1.0,1,,0.0,5-HTP2,52.39100798844184,0.11333300000000013,0.09666699999999984,0.0533330000000003,0.14333399999999985,1.1333300000000002,1.230742603959936,-0.013061460668462154,-0.6843030902221197,44,15,3.9788730654001285,MS2,2.036667,1.986667,1.993333,2.01,2.1,2.09,2.063333,10484.424064000017,1.0,,,1,,0.01944794626933398,0.13568271498272566,0.0,2.797853469848633
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,5.285550314636231,2282622338806437822,b'',NA,1,0.0,b'5-hydroxyindole',0,none,1.25,5-hydroxyindole,5.25333309173584,5.326666831970215,10484.424064000017,0.0,0.0,0.0,1.0,1.0,-0.36444968536376976,5.65,5.285550314636231,0.36444968536376976,0.0036444968536376975,1.1206443691872084e-05,2.0,3.793396,1.3332616601045142,0.12762300670146942,6.425172049908604,6.425172049908604,1.0,1,,0.0,5-hydroxyindole,3.443039631455969,0.06666599999999967,0.06666599999999967,0.040000000000000036,0.06666599999999967,1.1111000000000182,1.2222000000000364,-0.042448336851711406,-0.14615130606983526,21,11,1.3332616601045142,MS2,5.286667,5.256667,5.256667,5.266667,5.323333,5.323333,5.306667,10484.424064000017,0.9166666666666666,0.11749310791492462,ug/mL,0,metaValue[total_width],0.014609312483557738,0.21914187867215387,0.0,0.11749310791492462
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,5.285550314636231,2282622338806437822,b'',NA,1,0.0,b'5-hydroxyindole',0,none,1.25,5-hydroxyindole,5.25333309173584,5.326666831970215,10484.424064000017,0.0,0.0,0.0,1.0,1.0,-0.36444968536376976,5.65,5.285550314636231,0.36444968536376976,0.0036444968536376975,1.1206443691872084e-05,2.0,3.793396,1.3332616601045142,0.12762300670146942,6.425172049908604,6.425172049908604,1.0,1,,0.0,5-hydroxyindole2,3.443039631455969,0.06666599999999967,0.06666599999999967,0.040000000000000036,0.06666599999999967,1.1111000000000182,1.2222000000000364,-0.042448336851711406,-0.14615130606983526,21,11,1.3332616601045142,MS2,5.286667,5.256667,5.256667,5.266667,5.323333,5.323333,5.306667,10484.424064000017,0.9166666666666666,,,0,metaValue[total_width],0.014609312483557738,0.21914187867215387,0.0,0.11749310791492462
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,5.285550314636231,7182371162517087145,b'',NA,1,0.0,b'Acetylserotonin',0,none,1.25,Acetylserotonin,5.25333309173584,5.326666831970215,10484.424064000017,0.0,0.0,0.0,1.0,1.0,0.2155503146362303,5.07,5.285550314636231,0.2155503146362303,0.002155503146362303,1.1206443691872084e-05,2.0,3.793396,1.3332616601045142,0.12762300670146942,6.435676846671419,6.435676846671419,1.0,1,,0.0,Acetylserotonin,3.443039631455969,0.06666599999999967,0.06666599999999967,0.040000000000000036,0.06666599999999967,1.1111000000000182,1.2222000000000364,-0.042448336851711406,-0.14615130606983526,21,11,1.3332616601045142,MS2,5.286667,5.256667,5.256667,5.266667,5.323333,5.323333,5.306667,10484.424064000017,0.9166666666666666,10.0095847917175,ug/mL,0,metaValue[total_width],0.014609312483557738,0.21914187867215387,0.0,0.11749310791492462
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,5.285550314636231,7182371162517087145,b'',NA,1,0.0,b'Acetylserotonin',0,none,1.25,Acetylserotonin,5.25333309173584,5.326666831970215,10484.424064000017,0.0,0.0,0.0,1.0,1.0,0.2155503146362303,5.07,5.285550314636231,0.2155503146362303,0.002155503146362303,1.1206443691872084e-05,2.0,3.793396,1.3332616601045142,0.12762300670146942,6.435676846671419,6.435676846671419,1.0,1,,0.0,Acetylserotonin2,3.443039631455969,0.06666599999999967,0.06666599999999967,0.040000000000000036,0.06666599999999967,1.1111000000000182,1.2222000000000364,-0.042448336851711406,-0.14615130606983526,21,11,1.3332616601045142,MS2,5.286667,5.256667,5.256667,5.266667,5.323333,5.323333,5.306667,10484.424064000017,0.9166666666666666,,,0,metaValue[total_width],0.014609312483557738,0.21914187867215387,0.0,0.11749310791492462
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,7.300585472045899,8135819391495790560,b'',NA,1,0.0,b'Acetyltryptamine',0,Acetyltryptamine,1.25,Acetyltryptamine,7.24666690826416,7.369999885559082,10484.424064000017,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0005854720458993157,7.3,7.300585472045899,0.0005854720458993157,5.854720458993157e-06,1.1494743347269198e-05,2.0,2.230308,0.8021396925267373,0.33720526099205017,5.668235309059976,5.668235309059976,1.0,1,,0.0,Acetyltryptamine,2.075637371722907,0.11999999999999922,0.1133329999999999,0.06333300000000008,0.11999999999999922,1.1250070312939506,1.2666600000000061,0.004493680498219455,0.009327251178686713,37,18,0.8021396925267373,MS2,7.3,7.246667,7.25,7.27,7.366667,7.363333,7.333333,10484.424064000017,0.9166666666666666,7.835527367379425,ug/mL,0,metaValue[logSN],0.015175806828283829,0.12646505690236606,0.0,0.12051576375961304
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,7.300585472045899,8135819391495790560,b'',NA,1,0.0,b'Acetyltryptamine',0,Acetyltryptamine,1.25,Acetyltryptamine,7.24666690826416,7.369999885559082,10484.424064000017,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0005854720458993157,7.3,7.300585472045899,0.0005854720458993157,5.854720458993157e-06,1.1494743347269198e-05,2.0,2.230308,0.8021396925267373,0.33720526099205017,5.668235309059976,5.668235309059976,1.0,1,,0.0,Acetyltryptamine2,2.075637371722907,0.11999999999999922,0.1133329999999999,0.06333300000000008,0.11999999999999922,1.1250070312939506,1.2666600000000061,0.004493680498219455,0.009327251178686713,37,18,0.8021396925267373,MS2,7.3,7.246667,7.25,7.27,7.366667,7.363333,7.333333,10484.424064000017,0.9166666666666666,,,0,metaValue[logSN],0.015175806828283829,0.12646505690236606,0.0,0.12051576375961304
b'Melatonin',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,6.964539208068848,15889404814501785613,b'',NA,1,0.0,b'Melatonin',0,none,1.2499999999999998,Melatonin,6.886666774749756,7.159999847412109,10484.424064000017,0.0,0.0,0.0,0.9999999999999999,1.0,0.004539208068847778,6.96,6.964539208068848,0.004539208068847778,4.539208068847778e-05,0.001017336591398987,2.0,184.063056,5.215278394554416,0.8574911952018738,7.908644355702835,7.908644355702835,1.0,1,,0.0,Melatonin,181.2035138702008,0.12666699999999942,0.1066659999999997,0.05666599999999988,0.2699999999999996,1.1875105469409064,1.285732653323608,-0.0001908174752323684,-0.03457679701994516,82,16,5.215278394554416,MS2,6.963333,6.91,6.916667,6.936667,7.036667,7.023333,6.993333,10484.424064000017,1.0,635.0525514437625,ug/mL,1,,0.029241706044824168,0.10830261498083042,0.0,10.66618824005127
b'Melatonin',20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA4_UV_VIS_2,6.964539208068848,15889404814501785613,b'',NA,1,0.0,b'Melatonin',0,none,1.2499999999999998,Melatonin,6.886666774749756,7.159999847412109,10484.424064000017,0.0,0.0,0.0,0.9999999999999999,1.0,0.004539208068847778,6.96,6.964539208068848,0.004539208068847778,4.539208068847778e-05,0.001017336591398987,2.0,184.063056,5.215278394554416,0.8574911952018738,7.908644355702835,7.908644355702835,1.0,1,,0.0,Melatonin2,181.2035138702008,0.12666699999999942,0.1066659999999997,0.05666599999999988,0.2699999999999996,1.1875105469409064,1.285732653323608,-0.0001908174752323684,-0.03457679701994516,82,16,5.215278394554416,MS2,6.963333,6.91,6.916667,6.936667,7.036667,7.023333,6.993333,10484.424064000017,1.0,,,1,,0.029241706044824168,0.10830261498083042,0.0,10.66618824005127
