transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,xx_lda_prelim_score,QC_transition_group_score,QC_transition_group_pass,QC_transition_group_message,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,peak_apex_position,start_position_at_5,start_position_at_10,start_position_at_50,end_position_at_5,end_position_at_10,end_position_at_50,total_xic,QC_transition_score,calculated_concentration,concentration_units,QC_transition_pass,QC_transition_message,area_background_level,noise_background_level,PrecursorMZ,peak_area
b'5-HTP',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,2.0285471016845706,401842806554720948,b'',NA,1,0.0,b'5-HTP',0,5-HTP,1.2500000000000004,5-HTP,1.976667046546936,2.103332996368408,7399.572129000006,0.0,0.0,0.0,1.0,1.0,-0.011452898315429394,2.04,2.0285471016845706,0.011452898315429394,0.00011452898315429394,0.00022928187892519393,2.0,33.505063,3.511696561739737,0.15552477538585663,7.987527386160271,7.987527386160271,1.0,1,,0.0,5-HTP,32.543592855527315,0.10999999999999988,0.09333300000000011,0.05333399999999999,0.1200000000000001,1.1000000000000028,1.1538550296540846,-0.01874188315759708,-0.609928214826704,37,15,3.511696561739737,MS2,2.03,1.98,1.986667,2.003333,2.09,2.08,2.056667,7399.572129000006,1.0,126.18932531169915,ug/mL,1,,0.04702069230534915,0.39183910254457593,0.0,1.6965878009796143
b'5-HTP',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,2.0285471016845706,401842806554720948,b'',NA,1,0.0,b'5-HTP',0,5-HTP,1.2500000000000004,5-HTP,1.976667046546936,2.103332996368408,7399.572129000006,0.0,0.0,0.0,1.0,1.0,-0.011452898315429394,2.04,2.0285471016845706,0.011452898315429394,0.00011452898315429394,0.00022928187892519393,2.0,33.505063,3.511696561739737,0.15552477538585663,7.987527386160271,7.987527386160271,1.0,1,,0.0,5-HTP2,32.543592855527315,0.10999999999999988,0.09333300000000011,0.05333399999999999,0.1200000000000001,1.1000000000000028,1.1538550296540846,-0.01874188315759708,-0.609928214826704,37,15,3.511696561739737,MS2,2.03,1.98,1.986667,2.003333,2.09,2.08,2.056667,7399.572129000006,1.0,,,1,,0.04702069230534915,0.39183910254457593,0.0,1.6965878009796143
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,1892646220224836232,b'',NA,1,0.0,b'5-hydroxyindole',0,5-hydroxyindole,1.2500000000000002,5-hydroxyindole,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,-0.36302627435302703,5.65,5.286973725646973,0.36302627435302703,0.0036302627435302703,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.328486489767468,6.328486489767468,1.0,1,,0.0,5-hydroxyindole,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,0.08174720406532288,ug/mL,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,1892646220224836232,b'',NA,1,0.0,b'5-hydroxyindole',0,5-hydroxyindole,1.2500000000000002,5-hydroxyindole,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,-0.36302627435302703,5.65,5.286973725646973,0.36302627435302703,0.0036302627435302703,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.328486489767468,6.328486489767468,1.0,1,,0.0,5-hydroxyindole2,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,,,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,6609592070386226203,b'',NA,1,0.0,b'Acetylserotonin',0,Acetylserotonin,1.2500000000000002,Acetylserotonin,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.21697372564697304,5.07,5.286973725646973,0.21697372564697304,0.0021697372564697306,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.3387904442660785,6.3387904442660785,1.0,1,,0.0,Acetylserotonin,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,7.182543756686717,ug/mL,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,6609592070386226203,b'',NA,1,0.0,b'Acetylserotonin',0,Acetylserotonin,1.2500000000000002,Acetylserotonin,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.21697372564697304,5.07,5.286973725646973,0.21697372564697304,0.0021697372564697306,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.3387904442660785,6.3387904442660785,1.0,1,,0.0,Acetylserotonin2,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,,,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,7.300395875122071,3190277234617257250,b'',NA,1,0.0,b'Acetyltryptamine',0,none,1.25,Acetyltryptamine,7.260000228881836,7.349999904632568,7399.572129000006,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.00039587512207095443,7.3,7.300395875122071,0.00039587512207095443,3.958751220709544e-06,1.024759047068577e-05,2.0,1.827414,0.602901852710966,-0.06307770311832428,6.27713188123694,6.27713188123694,1.0,1,,0.0,Acetyltryptamine,1.5732730234571792,0.0833339999999998,0.0833339999999998,0.06333300000000008,0.0833339999999998,1.1363623967054954,1.2727247934109907,-0.06922541693724339,-0.10891048100494075,26,18,0.602901852710966,MS2,7.3,7.263333,7.263333,7.27,7.346667,7.346667,7.333333,7399.572129000006,0.8333333333333334,4.977744882969908,ug/mL,0,metaValue[logSN];metaValue[total_width],0.018960602125058457,0.22752540529745965,0.0,0.07582778483629227
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,7.300395875122071,3190277234617257250,b'',NA,1,0.0,b'Acetyltryptamine',0,none,1.25,Acetyltryptamine,7.260000228881836,7.349999904632568,7399.572129000006,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.00039587512207095443,7.3,7.300395875122071,0.00039587512207095443,3.958751220709544e-06,1.024759047068577e-05,2.0,1.827414,0.602901852710966,-0.06307770311832428,6.27713188123694,6.27713188123694,1.0,1,,0.0,Acetyltryptamine2,1.5732730234571792,0.0833339999999998,0.0833339999999998,0.06333300000000008,0.0833339999999998,1.1363623967054954,1.2727247934109907,-0.06922541693724339,-0.10891048100494075,26,18,0.602901852710966,MS2,7.3,7.263333,7.263333,7.27,7.346667,7.346667,7.333333,7399.572129000006,0.8333333333333334,,,0,metaValue[logSN];metaValue[total_width],0.018960602125058457,0.22752540529745965,0.0,0.07582778483629227
b'Melatonin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,6.9639646350708,8940754413609809187,b'',NA,1,0.0,b'Melatonin',0,none,1.25,Melatonin,6.8933329582214355,7.093332767486572,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.003964635070800249,6.96,6.9639646350708,0.003964635070800249,3.964635070800249e-05,0.0011455096346526439,2.0,147.395056,4.993116437808722,0.7783029079437256,7.8957547576897715,7.8957547576897715,1.0,1,,0.0,Melatonin,145.03289161189164,0.12333299999999969,0.1066659999999997,0.05666599999999988,0.1966669999999997,1.1562541015881256,1.285732653323608,-0.0005963294583815009,-0.08648738570242226,60,16,4.993116437808722,MS2,6.963333,6.91,6.916667,6.936667,7.033333,7.023333,6.993333,7399.572129000006,1.0,509.20857426893815,ug/mL,1,,0.03153852397242889,0.16036510432573306,0.0,8.47628116607666
b'Melatonin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,6.9639646350708,8940754413609809187,b'',NA,1,0.0,b'Melatonin',0,none,1.25,Melatonin,6.8933329582214355,7.093332767486572,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.003964635070800249,6.96,6.9639646350708,0.003964635070800249,3.964635070800249e-05,0.0011455096346526439,2.0,147.395056,4.993116437808722,0.7783029079437256,7.8957547576897715,7.8957547576897715,1.0,1,,0.0,Melatonin2,145.03289161189164,0.12333299999999969,0.1066659999999997,0.05666599999999988,0.1966669999999997,1.1562541015881256,1.285732653323608,-0.0005963294583815009,-0.08648738570242226,60,16,4.993116437808722,MS2,6.963333,6.91,6.916667,6.936667,7.033333,7.023333,6.993333,7399.572129000006,1.0,,,1,,0.03153852397242889,0.16036510432573306,0.0,8.47628116607666
b'Riboflavin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,12282711558568882006,b'',NA,1,0.0,b'Riboflavin',0,Riboflavin,1.2500000000000002,Riboflavin,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.006973725646973072,5.28,5.286973725646973,0.006973725646973072,6.973725646973072e-05,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.353605868330079,6.353605868330079,1.0,1,,0.0,Riboflavin,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,2.8622498591409937,ug/mL,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
b'Riboflavin',20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA3_UV_VIS_2,5.286973725646973,12282711558568882006,b'',NA,1,0.0,b'Riboflavin',0,Riboflavin,1.2500000000000002,Riboflavin,5.260000228881836,5.316667079925537,7399.572129000006,0.0,0.0,0.0,1.0,1.0,0.006973725646973072,5.28,5.286973725646973,0.006973725646973072,6.973725646973072e-05,1.1047558242583222e-05,2.0,3.08669,1.1270993193566545,0.09913110733032227,6.353605868330079,6.353605868330079,1.0,1,,0.0,Riboflavin2,2.6970765385585684,0.05333399999999955,0.05333399999999955,0.03666700000000045,0.05333399999999955,1.142838776034995,1.2856775520699901,-0.07382519455796452,-0.1991122001968078,17,10,1.1270993193566545,MS2,5.286667,5.263333,5.263333,5.27,5.316667,5.316667,5.306667,7399.572129000006,0.8333333333333334,,,0,metaValue[points_across_baseline];metaValue[total_width],0.014396552939766728,0.26993199347071006,0.0,0.08174720406532288
