transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,total_xic,PeptideRef,leftWidth,rightWidth,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,xx_lda_prelim_score,QC_transition_group_score,QC_transition_group_pass,QC_transition_group_message,potentialOutlier,initialPeakQuality,MZ,peak_apex_position,area_background_level,noise_background_level,native_id,peak_apex_int,total_xic,width_at_5,width_at_10,width_at_50,start_position_at_5,start_position_at_10,start_position_at_50,end_position_at_5,end_position_at_10,end_position_at_50,total_width,tailing_factor,asymmetry_factor,slope_of_baseline,baseline_delta_2_height,points_across_baseline,points_across_half_height,logSN,FeatureLevel,QC_transition_score,QC_transition_pass,QC_transition_message,calculated_concentration,concentration_units,PrecursorMZ,peak_area
b'5-HTP',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,2.026931405822754,15600963561987541452,b'',NA,1,0.0,b'5-HTP',0,4802.984192999981,5-HTP,1.9800000190734863,2.0933330059051514,0.0,0.0,0.0,1.0,1.0,-0.013068594177246151,2.04,2.026931405822754,0.013068594177246151,0.00013068594177246152,0.00021080515948320062,2.0,20.321123,3.0116608869312174,0.029719576239585876,7.859510804867909,7.859510804867909,1.0,1,,none,1.2500000000000002,0.0,2.026667,0.013152416567842651,0.11956742334402423,5-HTP,19.841915093609934,4802.984192999981,0.10000000000000009,0.09333400000000003,0.04999999999999982,1.983333,1.983333,2.003333,2.083333,2.076667,2.053333,0.10999999999999988,1.153828402639955,1.15382840263995,-1.0458830495018518,-0.052710791502110464,34,14,3.0116608869312174,MS2,1.0,1,,79.64479215079983,ug/mL,0.0,1.0124938488006592
b'5-HTP',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,2.026931405822754,15600963561987541452,b'',NA,1,0.0,b'5-HTP',0,4802.984192999981,5-HTP,1.9800000190734863,2.0933330059051514,0.0,0.0,0.0,1.0,1.0,-0.013068594177246151,2.04,2.026931405822754,0.013068594177246151,0.00013068594177246152,0.00021080515948320062,2.0,20.321123,3.0116608869312174,0.029719576239585876,7.859510804867909,7.859510804867909,1.0,1,,none,1.2500000000000002,0.0,2.026667,0.013152416567842651,0.11956742334402423,5-HTP2,19.841915093609934,4802.984192999981,0.10000000000000009,0.09333400000000003,0.04999999999999982,1.983333,1.983333,2.003333,2.083333,2.076667,2.053333,0.10999999999999988,1.153828402639955,1.15382840263995,-1.0458830495018518,-0.052710791502110464,34,14,3.0116608869312174,MS2,1.0,1,,,,0.0,1.0124938488006592
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,5.285687040222168,9629710089273931638,b'',NA,1,0.0,b'5-hydroxyindole',0,4802.984192999981,5-hydroxyindole,5.260000228881836,5.313333034515381,0.0,0.0,0.0,0.9999999999999999,1.0,-0.3643129597778323,5.65,5.285687040222168,0.3643129597778323,0.003643129597778323,1.2100089856108107e-05,2.0,2.29581,0.8310857224198931,0.09045980125665665,6.128677114936134,6.128677114936134,1.0,1,,none,1.25,0.0,5.286667,0.010823166386909092,0.2164633277381826,5-hydroxyindole,1.988746730359772,4802.984192999981,0.04999999999999982,0.04999999999999982,0.03666600000000031,5.263333,5.263333,5.266667,5.313333,5.313333,5.303333,0.04999999999999982,1.0713979600583123,1.142795920116625,-0.16690970964112034,-0.08392708186171385,16,10,0.8310857224198931,MS2,0.75,0,metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],0.058116540312767015,ug/mL,0.0,0.05811654031276703
b'5-hydroxyindole',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,5.285687040222168,9629710089273931638,b'',NA,1,0.0,b'5-hydroxyindole',0,4802.984192999981,5-hydroxyindole,5.260000228881836,5.313333034515381,0.0,0.0,0.0,0.9999999999999999,1.0,-0.3643129597778323,5.65,5.285687040222168,0.3643129597778323,0.003643129597778323,1.2100089856108107e-05,2.0,2.29581,0.8310857224198931,0.09045980125665665,6.128677114936134,6.128677114936134,1.0,1,,none,1.25,0.0,5.286667,0.010823166386909092,0.2164633277381826,5-hydroxyindole2,1.988746730359772,4802.984192999981,0.04999999999999982,0.04999999999999982,0.03666600000000031,5.263333,5.263333,5.266667,5.313333,5.313333,5.303333,0.04999999999999982,1.0713979600583123,1.142795920116625,-0.16690970964112034,-0.08392708186171385,16,10,0.8310857224198931,MS2,0.75,0,metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],,,0.0,0.05811654031276703
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,5.285687040222168,9436031952433882781,b'',NA,1,0.0,b'Acetylserotonin',0,4802.984192999981,Acetylserotonin,5.260000228881836,5.313333034515381,0.0,0.0,0.0,0.9999999999999999,1.0,0.21568704022216778,5.07,5.285687040222168,0.21568704022216778,0.002156870402221678,1.2100089856108107e-05,2.0,2.29581,0.8310857224198931,0.09045980125665665,6.139162619817654,6.139162619817654,1.0,1,,none,1.25,0.0,5.286667,0.010823166386909092,0.2164633277381826,Acetylserotonin,1.988746730359772,4802.984192999981,0.04999999999999982,0.04999999999999982,0.03666600000000031,5.263333,5.263333,5.266667,5.313333,5.313333,5.303333,0.04999999999999982,1.0713979600583123,1.142795920116625,-0.16690970964112034,-0.08392708186171385,16,10,0.8310857224198931,MS2,0.75,0,metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],5.256661894586957,ug/mL,0.0,0.05811654031276703
b'Acetylserotonin',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,5.285687040222168,9436031952433882781,b'',NA,1,0.0,b'Acetylserotonin',0,4802.984192999981,Acetylserotonin,5.260000228881836,5.313333034515381,0.0,0.0,0.0,0.9999999999999999,1.0,0.21568704022216778,5.07,5.285687040222168,0.21568704022216778,0.002156870402221678,1.2100089856108107e-05,2.0,2.29581,0.8310857224198931,0.09045980125665665,6.139162619817654,6.139162619817654,1.0,1,,none,1.25,0.0,5.286667,0.010823166386909092,0.2164633277381826,Acetylserotonin2,1.988746730359772,4802.984192999981,0.04999999999999982,0.04999999999999982,0.03666600000000031,5.263333,5.263333,5.266667,5.313333,5.313333,5.303333,0.04999999999999982,1.0713979600583123,1.142795920116625,-0.16690970964112034,-0.08392708186171385,16,10,0.8310857224198931,MS2,0.75,0,metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],,,0.0,0.05811654031276703
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,7.301204713500976,12969470971513417569,b'',NA,1,0.0,b'Acetyltryptamine',0,4802.984192999981,Acetyltryptamine,7.260000228881836,7.3466668128967285,0.0,0.0,0.0,1.0,1.0,0.0012047135009760623,7.3,7.301204713500976,0.0012047135009760623,1.2047135009760623e-05,1.2718226370071355e-05,2.0,1.587869,0.46239286571938054,-0.04326828941702843,6.137188400841384,6.137188400841384,1.0,1,,Acetyltryptamine,1.25,0.0,7.3,0.018408426953664375,0.23010533692080448,Acetyltryptamine,1.3335682064001788,4802.984192999981,0.08000000000000007,0.08000000000000007,0.05999999999999961,7.263333,7.263333,7.273333,7.343333,7.343333,7.333333,0.08000000000000007,1.09089917364389,1.18179834728778,-0.002550269414994505,-0.0019123651889382377,25,17,0.46239286571938054,MS2,0.8333333333333334,0,metaValue[logSN];metaValue[total_width],4.028027099362941,ug/mL,0.0,0.06108544021844864
b'Acetyltryptamine',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,7.301204713500976,12969470971513417569,b'',NA,1,0.0,b'Acetyltryptamine',0,4802.984192999981,Acetyltryptamine,7.260000228881836,7.3466668128967285,0.0,0.0,0.0,1.0,1.0,0.0012047135009760623,7.3,7.301204713500976,0.0012047135009760623,1.2047135009760623e-05,1.2718226370071355e-05,2.0,1.587869,0.46239286571938054,-0.04326828941702843,6.137188400841384,6.137188400841384,1.0,1,,Acetyltryptamine,1.25,0.0,7.3,0.018408426953664375,0.23010533692080448,Acetyltryptamine2,1.3335682064001788,4802.984192999981,0.08000000000000007,0.08000000000000007,0.05999999999999961,7.263333,7.263333,7.273333,7.343333,7.343333,7.333333,0.08000000000000007,1.09089917364389,1.18179834728778,-0.002550269414994505,-0.0019123651889382377,25,17,0.46239286571938054,MS2,0.8333333333333334,0,metaValue[logSN];metaValue[total_width],,,0.0,0.06108544021844864
b'Melatonin',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,6.96494694329834,4114901746651463381,b'',NA,1,0.0,b'Melatonin',0,4802.984192999981,Melatonin,6.896667003631592,7.079999923706055,0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.004946943298340223,6.96,6.96494694329834,0.004946943298340223,4.946943298340223e-05,0.0011508449574044964,2.0,96.528153,4.5698347067294725,0.6826562285423279,7.766973561968347,7.766973561968347,1.0,1,,Melatonin,1.2500000000000002,0.0,6.963333,0.03849489874839707,0.21789524216971612,Melatonin,94.85986030622722,4802.984192999981,0.12333299999999969,0.1066659999999997,0.05666599999999988,6.91,6.916667,6.936667,7.033333,7.023333,6.993333,0.17666699999999924,1.1562541015881256,1.285732653323608,-0.3071455250957501,-0.0032378871748727114,54,16,4.5698347067294725,MS2,1.0,1,,337.6410536987619,ug/mL,0.0,5.527490139007568
b'Melatonin',20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,20171013_HMP_C61_ISO_P1_GA1_UV_VIS_2,6.96494694329834,4114901746651463381,b'',NA,1,0.0,b'Melatonin',0,4802.984192999981,Melatonin,6.896667003631592,7.079999923706055,0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.004946943298340223,6.96,6.96494694329834,0.004946943298340223,4.946943298340223e-05,0.0011508449574044964,2.0,96.528153,4.5698347067294725,0.6826562285423279,7.766973561968347,7.766973561968347,1.0,1,,Melatonin,1.2500000000000002,0.0,6.963333,0.03849489874839707,0.21789524216971612,Melatonin2,94.85986030622722,4802.984192999981,0.12333299999999969,0.1066659999999997,0.05666599999999988,6.91,6.916667,6.936667,7.033333,7.023333,6.993333,0.17666699999999924,1.1562541015881256,1.285732653323608,-0.3071455250957501,-0.0032378871748727114,54,16,4.5698347067294725,MS2,1.0,1,,,,0.0,5.527490139007568
