transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,total_xic,PeptideRef,leftWidth,rightWidth,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,xx_lda_prelim_score,QC_transition_group_score,QC_transition_group_pass,QC_transition_group_message,MZ,peak_apex_position,area_background_level,noise_background_level,native_id,peak_apex_int,total_xic,width_at_5,width_at_10,width_at_50,start_position_at_5,start_position_at_10,start_position_at_50,end_position_at_5,end_position_at_10,end_position_at_50,total_width,tailing_factor,asymmetry_factor,slope_of_baseline,baseline_delta_2_height,points_across_baseline,points_across_half_height,logSN,FeatureLevel,QC_transition_score,QC_transition_pass,QC_transition_message,calculated_concentration,concentration_units,PrecursorMZ,peak_area
b'2-aminobutyrate',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,16.867757964462285,15022245543741259623,b'',NA,1,0.0,b'2-aminobutyrate',0,319134.0,2-aminobutyrate,16.796316146850586,16.977649688720703,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.26375796446228605,16.604,16.867757964462285,0.26375796446228605,0.0026375796446228604,1.704612380076917e-05,2.0,1.2547453254498742,0.2269326240627021,0.8706475496292114,4.224591583105909,4.224591583105909,1.0,1,,0.0,16.870983,24.57590400000009,143.99999999999997,2-aminobutyrate,72.00000000000003,319134.0,0.17066600000000065,0.17066600000000065,0.17066600000000065,16.796317,16.796317,16.796317,16.966983,16.966983,16.966983,0.17066600000000065,1.1428628827043055,1.2857257654086112,-8.000000000000028,-0.11111111111111147,17,17,0.2269326240627021,MS2,0.8333333333333334,0,metaValue[logSN];metaValue[points_across_baseline],17.76590462669175,ug/mL,0.0,5.439997673034668
b'2-aminobutyrate',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,16.867757964462285,15022245543741259623,b'',NA,1,0.0,b'2-aminobutyrate',0,319134.0,2-aminobutyrate,16.796316146850586,16.977649688720703,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.26375796446228605,16.604,16.867757964462285,0.26375796446228605,0.0026375796446228604,1.704612380076917e-05,2.0,1.2547453254498742,0.2269326240627021,0.8706475496292114,4.224591583105909,4.224591583105909,1.0,1,,0.0,16.870983,24.57590400000009,143.99999999999997,2-aminobutyrate2,72.00000000000003,319134.0,0.17066600000000065,0.17066600000000065,0.17066600000000065,16.796317,16.796317,16.796317,16.966983,16.966983,16.966983,0.17066600000000065,1.1428628827043055,1.2857257654086112,-8.000000000000028,-0.11111111111111147,17,17,0.2269326240627021,MS2,0.8333333333333334,0,metaValue[logSN];metaValue[points_across_baseline],,,0.0,5.439997673034668
b'Alanine',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,14.688749047927857,825806401076367131,b'',NA,1,0.0,b'Alanine',0,319134.0,Alanine,14.556317329406738,14.748316764831543,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.7297490479278572,13.959,14.688749047927857,0.7297490479278572,0.007297490479278572,1.2500494821461885e-05,2.0,1.6207127120394207,0.48286599819990267,0.8138369917869568,4.485576418899775,4.485576418899775,1.0,1,,0.0,14.684317,6.997346999999996,41.0,Alanine,52.0,319134.0,0.1706669999999999,0.1706669999999999,0.1706669999999999,14.566983,14.566983,14.566983,14.73765,14.73765,14.73765,0.1706669999999999,0.7272700155112776,0.4545400310225551,18.0,0.34615384615384615,17,17,0.48286599819990267,MS2,0.6666666666666667,0,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[logSN];metaValue[points_across_baseline],19.952039190157148,ug/mL,0.0,3.989332914352417
b'Alanine',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,14.688749047927857,825806401076367131,b'',NA,1,0.0,b'Alanine',0,319134.0,Alanine,14.556317329406738,14.748316764831543,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.7297490479278572,13.959,14.688749047927857,0.7297490479278572,0.007297490479278572,1.2500494821461885e-05,2.0,1.6207127120394207,0.48286599819990267,0.8138369917869568,4.485576418899775,4.485576418899775,1.0,1,,0.0,14.684317,6.997346999999996,41.0,Alanine2,52.0,319134.0,0.1706669999999999,0.1706669999999999,0.1706669999999999,14.566983,14.566983,14.566983,14.73765,14.73765,14.73765,0.1706669999999999,0.7272700155112776,0.4545400310225551,18.0,0.34615384615384615,17,17,0.48286599819990267,MS2,0.6666666666666667,0,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[logSN];metaValue[points_across_baseline],,,0.0,3.989332914352417
b'Cysteine',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,6.184582107833863,13802279268066130027,b'',NA,1,0.0,b'Cysteine',0,319134.0,Cysteine,6.0869832038879395,6.278983116149902,0.0,0.0,0.0,0.9999999999999999,1.0,-0.25441789216613664,6.439,6.184582107833863,0.25441789216613664,0.0025441789216613664,1.2918292500791999e-05,2.0,5.228105522707809,1.6540489797028477,0.9090903997421265,5.19445384408057,5.19445384408057,1.0,1,,0.0,6.182983,1.4506640000000033,8.0,Cysteine,52.0,319134.0,0.1813330000000004,0.1813330000000004,0.09600000000000009,6.09765,6.09765,6.12965,6.278983,6.278983,6.22565,0.1813330000000004,1.0625021972742064,1.125004394548413,1.0,0.019230769230769232,18,8,1.6540489797028477,MS2,0.9166666666666666,0,metaValue[points_across_baseline],0.03563448590424091,ug/mL,0.0,4.122666358947754
b'Cysteine',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,6.184582107833863,13802279268066130027,b'',NA,1,0.0,b'Cysteine',0,319134.0,Cysteine,6.0869832038879395,6.278983116149902,0.0,0.0,0.0,0.9999999999999999,1.0,-0.25441789216613664,6.439,6.184582107833863,0.25441789216613664,0.0025441789216613664,1.2918292500791999e-05,2.0,5.228105522707809,1.6540489797028477,0.9090903997421265,5.19445384408057,5.19445384408057,1.0,1,,0.0,6.182983,1.4506640000000033,8.0,Cysteine2,52.0,319134.0,0.1813330000000004,0.1813330000000004,0.09600000000000009,6.09765,6.09765,6.12965,6.278983,6.278983,6.22565,0.1813330000000004,1.0625021972742064,1.125004394548413,1.0,0.019230769230769232,18,8,1.6540489797028477,MS2,0.9166666666666666,0,metaValue[points_across_baseline],,,0.0,4.122666358947754
b'GhostPeak',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,17.79853005656433,16863605037501213260,b'',NA,1,0.0,b'GhostPeak',0,319134.0,GhostPeak,17.756317138671875,17.830982208251953,0.0,0.0,0.0,1.0,1.0,-0.5444699434356686,18.343,17.79853005656433,0.5444699434356686,0.005444699434356686,5.514956019230971e-07,2.0,0.9584860124964316,0.0,0.18657152354717255,5.328245096318462,5.328245096318462,1.0,1,,0.0,17.798983,13.226831999999888,248.0,GhostPeak,5.0,319134.0,0.05333399999999955,0.05333399999999955,0.05333399999999955,17.766983,17.766983,17.766983,17.820317,17.820317,17.820317,0.05333399999999955,0.8333437499999922,0.6666874999999844,3.0,0.6,6,6,0.0,MS2,0.5833333333333333,0,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],1.1288264283019391,ug/mL,0.0,0.17600099742412567
b'GhostPeak',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,17.79853005656433,16863605037501213260,b'',NA,1,0.0,b'GhostPeak',0,319134.0,GhostPeak,17.756317138671875,17.830982208251953,0.0,0.0,0.0,1.0,1.0,-0.5444699434356686,18.343,17.79853005656433,0.5444699434356686,0.005444699434356686,5.514956019230971e-07,2.0,0.9584860124964316,0.0,0.18657152354717255,5.328245096318462,5.328245096318462,1.0,1,,0.0,17.798983,13.226831999999888,248.0,GhostPeak2,5.0,319134.0,0.05333399999999955,0.05333399999999955,0.05333399999999955,17.766983,17.766983,17.766983,17.820317,17.820317,17.820317,0.05333399999999955,0.8333437499999922,0.6666874999999844,3.0,0.6,6,6,0.0,MS2,0.5833333333333333,0,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[logSN];metaValue[points_across_baseline];metaValue[total_width],,,0.0,0.17600099742412567
b'Glutamate',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,5.593228332107544,6204671380544407169,b'',NA,1,0.0,b'Glutamate',0,319134.0,Glutamate,5.478982925415039,5.756317138671875,0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.8612283321075438,4.732,5.593228332107544,0.8612283321075438,0.008612283321075437,3.305612854181006e-05,2.0,8.277833744287364,2.113581309081288,0.9050687551498413,5.494632829457823,5.494632829457823,1.0,1,,0.0,5.596317,1.941337999999998,6.999999999999999,Glutamate,87.99999999999999,319134.0,0.27733399999999975,0.27733399999999975,0.12799999999999923,5.478983,5.478983,5.542983,5.756317,5.756317,5.670983,0.27733399999999975,1.1818143078732537,1.3636286157465072,-4.000000000000001,-0.04545454545454547,27,12,2.113581309081288,MS2,1.0,1,,10.54933452606201,ug/mL,0.0,10.549334526062012
b'Glutamate',20180320_Lars Nielsen samples Vienna_dx20_BC1_Emission_1,20180320_Lars Nielsen samples Vienna_dx20_BC1,5.593228332107544,6204671380544407169,b'',NA,1,0.0,b'Glutamate',0,319134.0,Glutamate,5.478982925415039,5.756317138671875,0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.8612283321075438,4.732,5.593228332107544,0.8612283321075438,0.008612283321075437,3.305612854181006e-05,2.0,8.277833744287364,2.113581309081288,0.9050687551498413,5.494632829457823,5.494632829457823,1.0,1,,0.0,5.596317,1.941337999999998,6.999999999999999,Glutamate2,87.99999999999999,319134.0,0.27733399999999975,0.27733399999999975,0.12799999999999923,5.478983,5.478983,5.542983,5.756317,5.756317,5.670983,0.27733399999999975,1.1818143078732537,1.3636286157465072,-4.000000000000001,-0.04545454545454547,27,12,2.113581309081288,MS2,1.0,1,,,,0.0,10.549334526062012
